x,y
2.84123,2.51489
1.94894,3.49572
2.36887,2.69231
2.79665,3.00573
3.52194,1.81323
2.74783,2.34388
2.04384,3.25468
2.49607,3.22536
1.1868,4.41052
3.05793,1.97361
2.49503,2.73554
3.09411,2.87573
2.46822,2.57129
3.17401,2.18544
3.83936,1.21425
3.71591,2.08037
2.48041,2.80815
3.07104,2.48324
3.73551,1.72766
2.28557,2.96012
1.47743,3.69129
3.32121,2.34192
2.80982,2.93243
1.80617,3.50266
2.19304,2.94574
3.84531,1.28588
2.08541,3.41802
3.1428,2.62604
3.22776,1.82309
2.6123,2.40652
3.43315,2.02942
3.02166,2.09852
2.19589,2.80777
1.76473,3.30136
2.5672,3.16473
2.21222,2.8966
2.42847,2.57473
2.46011,3.50351
3.63773,1.49432
3.7106,1.61176
2.45723,2.7479
2.44301,3.13894
2.85401,2.55745
2.39209,2.74918
3.92312,1.2066
1.96435,3.65565
2.81877,2.1932
2.80948,2.41264
2.0698,3.27329
3.0484,2.15001
2.82168,2.22388
1.87472,3.13835
2.48669,2.53268
4.17214,1.41019
1.76369,3.36881
2.98464,3.53538
2.95482,2.96612
2.50633,2.60957
1.49503,4.20129
2.62538,2.90472
2.51233,2.70542
2.52158,2.48109
3.07672,2.65672
2.20126,3.67154
3.4167,1.85444
3.1469,2.22743
1.78818,3.30506
3.10985,2.06106
3.05904,1.9416
3.0737,2.42592
2.6157,3.07804
2.53934,2.79872
2.68469,2.37319
3.75553,1.60451
2.64378,2.96072
1.91517,3.12009
3.51658,2.27759
4.44628,0.743994
2.01191,4.15768
2.22429,3.22291
3.47205,1.95351
3.43258,1.77483
2.19961,2.96662
2.38718,3.02113
3.16496,2.04503
2.35504,3.61029
3.82957,2.45473
1.71724,3.32513
3.45508,2.0493
2.41027,3.84634
2.25026,2.97208
3.25589,2.01832
2.3638,3.00895
2.84199,2.41862
2.87535,2.53468
2.72954,2.31968
3.2507,3.36196
2.43059,3.04046
2.35977,3.33261
2.88948,2.4798
2.70241,2.37713
3.56398,3.20717
3.63128,1.92996
3.29913,2.30142
1.89322,3.27046
3.38729,2.18967
2.59539,2.46922
1.30022,3.89301
3.64219,3.366
3.53864,1.94415
3.13757,3.21469
3.71396,2.99429
3.10246,2.93436
2.32511,3.47341
2.83381,2.65388
3.09647,2.19867
3.54817,2.4824
3.03187,2.1016
2.34929,2.77718
2.90625,2.15578
2.59178,2.92641
3.21816,2.49478
3.39406,1.67636
