x,y
-1.99988,1.67945
0.0271001,-2.1088
1.84123,-1.3781
-0.529974,-1.776
-0.29098,-0.160237
-0.121649,-0.526399
1.89559,-0.871221
1.40917,1.86303
1.41384,1.23054
-1.12499,3.2731
-0.115776,-1.66029
-1.05534,3.10638
1.22926,-1.48583
-0.815377,-0.0457268
2.20094,-0.0319362
2.67727,0.374977
-3.0009,-0.293175
1.76142,0.851578
-2.69754,0.714052
0.303299,-2.3844
-1.30123,0.2984
-0.861965,2.64515
0.783354,2.11222
1.33625,1.47404
2.38725,2.3561
-2.02089,-1.5904
0.107555,-1.86352
1.1216,0.938833
0.448182,-0.657988
-1.09152,0.852712
0.736163,-0.896571
-0.0493717,1.43971
0.354295,2.64975
1.82205,-0.916463
2.90413,0.268673
2.55721,1.93493
2.2291,0.304444
1.02878,-0.887544
1.03939,-0.921035
2.8314,0.21817
2.99946,0.0188408
2.4943,0.265602
-1.87634,2.80491
2.29004,2.06379
0.435343,2.37855
2.82574,1.60872
1.15242,-1.10078
-0.378475,3.09593
1.41905,0.507044
2.5855,-1.189
0.30959,2.16039
3.19314,0.813608
1.03009,2.66428
1.53225,0.228122
2.43237,0.90139
1.04911,-0.0516591
1.34965,1.23139
1.28146,1.11123
1.55274,1.53959
2.44722,0.368091
0.343054,-0.780657
1.19156,0.00678349
2.66749,1.46656
2.2194,-0.70218
1.39163,2.82679
1.21589,1.63628
1.63327,0.399969
2.45629,2.41881
0.232696,-1.12401
-0.937825,1.58851
0.202311,2.33643
0.247185,2.16049
1.17048,2.0934
2.07837,2.7597
-0.00658035,0.0600755
2.68116,1.68005
1.67214,0.402539
1.16749,-0.0811405
0.462474,-1.81185
-0.676514,-1.80838
-1.0725,3.03644
0.840401,-0.910797
2.37367,1.57932
-0.00705338,-0.634277
-2.2896,-0.0971274
-0.685227,-1.99232
3.03172,-0.394035
2.36389,-0.633814
-0.791727,1.58543
-0.110817,1.07147
0.755933,0.498716
2.12373,1.79154
-1.93035,-0.646558
1.48246,1.05264
1.33496,2.6566
2.03033,2.45628
0.810241,1.35933
0.146502,3.08194
-0.917017,-0.589676
2.59825,-0.607686
0.871104,-0.237403
1.38418,1.89691
1.25834,-0.00164223
-1.40622,-0.608238
-0.383587,1.34341
-2.02753,0.256722
2.43714,0.96068
0.0123508,1.69101
-2.46597,1.7431
1.00538,-1.60478
2.41795,2.05865
1.24477,2.6299
2.51881,2.20636
0.39888,-1.04258
2.50268,0.546922
2.4534,1.15868
2.0139,-1.41328
-1.46553,-2.0215
0.340868,2.02774
-2.32536,1.74742
0.183206,0.283864
0.611818,0.175304
-0.67986,2.15348
2.99605,0.752511
1.77044,2.06572
-2.67588,0.916384
2.61417,0.185364
0.151208,2.904
-0.0282621,-0.590687
-2.04394,2.68282
3.02652,0.460008
0.20225,1.08752
0.898523,-1.52801
2.91605,1.18871
-0.0784392,-1.77859
1.1382,0.421805
1.57109,2.15127
0.262058,3.08168
2.24307,2.46408
1.19699,-1.10038
-0.994107,-1.3556
3.06262,0.884049
-2.74589,0.64532
1.1041,1.53578
0.74854,2.8767
2.24421,-1.53776
0.855792,-1.79469
-2.16896,1.94481
-0.455936,-2.29125
1.3361,-1.28739
2.65369,0.0012958
-0.0708742,1.98612
-1.79587,-0.0906382
1.66724,-0.0350595
2.01351,-1.02098
1.99197,-1.51215
3.15458,0.659661
-1.28252,1.1659
0.287817,1.54949
2.20088,0.755192
0.0306301,-0.0214272
-0.84409,2.39708
1.95812,1.80248
-2.12811,2.39421
1.67298,1.49902
-2.20906,2.50337
0.0659208,3.52
0.210525,-1.15991
-2.09849,-1.12289
1.24437,0.982663
2.59861,1.65162
-1.18388,-2.02878
1.12204,2.11461
0.686883,3.25695
-2.57598,0.4122
-1.57759,2.78781
3.16502,0.0611479
-0.179906,-0.562242
0.946689,2.62476
1.41991,-0.979968
1.04337,-0.305518
2.42222,-0.706538
2.91276,0.378811
2.5618,1.36689
-0.00241995,2.70548
1.06923,-0.285089
2.39589,2.5286
-1.528,-0.111512
0.317175,-2.17953
0.160271,-1.17307
1.9809,0.416657
-2.74156,-0.27469
0.0943863,3.34788
2.19162,1.19212
0.50447,-0.083921
1.55808,0.602801
0.564951,1.92279
-1.80928,-0.0155492
0.783772,0.599823
2.23907,1.48077
-1.46326,-1.8124
1.80554,-1.48195
0.999596,-1.19714
-2.49419,-1.0878
0.908104,1.17961
-0.312323,2.36845
1.45961,0.0774832
-0.725351,1.54641
0.882693,-0.34509
-1.13558,-1.95934
-0.796482,2.64525
1.17852,-1.05135
2.83545,0.377807
2.95527,1.47833
-1.94936,-0.425889
2.70396,0.976801
1.74916,-1.27401
2.66088,-0.597478
2.051,-1.41498
0.0866714,2.61827
2.01667,-0.0120606
1.82287,0.429452
-0.421525,2.40873
0.52418,0.695404
0.60015,-2.05551
3.10295,1.04113
-0.535393,1.82362
0.991495,1.12582
0.323283,2.55419
0.783079,-0.448887
1.28138,3.06067
-0.0326843,2.50259
-0.974948,3.18556
1.39787,1.57697
-0.566166,3.46178
-1.02541,1.27849
1.39406,0.15376
1.72687,-1.28788
0.231945,0.406212
-0.421831,0.974056
2.53858,0.233814
-1.21565,0.146354
1.88062,2.93919
1.53878,2.03431
-1.05682,-2.1929
-1.86161,1.55889
1.71797,0.789661
-1.91196,2.59529
-0.701189,3.11112
-0.030098,-1.86308
-1.84525,-0.946128
0.0644443,-1.68908
-1.04713,-0.149844
2.27266,-1.28562
-1.78164,2.93484
1.44631,0.526207
-0.181205,2.35284
-1.21329,1.04434
0.984361,3.10981
0.0370178,2.94526
-0.814525,-1.78548
0.539067,3.29627
-2.26962,1.64858
1.20949,2.46863
0.737407,2.46462
1.25035,0.573944
0.195097,3.51069
2.22947,2.67692
-1.93198,-0.114228
-0.53138,3.36284
2.67668,0.929132
0.943202,-1.11849
2.05152,1.06716
0.53619,0.48248
0.00221086,3.361
-2.23574,1.05052
-1.86587,1.62513
0.488747,0.424961
-1.42576,1.62856
0.363603,0.959853
1.51292,1.51111
1.62134,-0.699597
