x,y
3.28091,0.599946
3.44887,0.24537
2.58709,2.36178
2.84123,2.51489
3.74215,0.933206
0.815952,3.50413
1.94894,3.49572
1.55765,3.3766
2.36887,2.69231
3.98108,0.682822
2.79665,3.00573
0.289898,3.54021
3.52194,1.81323
3.33063,1.30173
3.71688,1.08278
2.9838,1.83744
2.74783,2.34388
2.75284,-1.40146
3.28089,1.14115
2.04384,3.25468
2.49607,3.22536
1.1868,4.41052
3.05793,1.97361
2.49503,2.73554
3.09411,2.87573
2.46822,2.57129
3.17401,2.18544
3.83936,1.21425
3.71591,2.08037
2.48041,2.80815
3.07104,2.48324
3.73551,1.72766
2.28557,2.96012
1.47743,3.69129
3.32121,2.34192
2.80982,2.93243
3.14406,1.30977
1.86357,-1.9641
1.3511,3.5013
1.80617,3.50266
2.19304,2.94574
3.84531,1.28588
2.08541,3.41802
3.1428,2.62604
3.22776,1.82309
1.59589,3.15696
2.86506,2.00424
2.6123,2.40652
3.43315,2.02942
2.84129,2.03826
3.02166,2.09852
2.19589,2.80777
3.68366,1.15703
1.76473,3.30136
2.5672,3.16473
2.21222,2.8966
3.804,0.649264
3.61126,0.355866
2.42847,2.57473
2.46011,3.50351
3.63773,1.49432
3.7106,1.61176
2.45723,2.7479
2.85825,2.05819
3.01973,1.74288
3.15931,1.21599
3.29129,0.210225
2.44301,3.13894
0.737186,3.68772
3.57968,0.996748
3.08371,1.68977
2.85401,2.55745
3.45903,1.50569
2.39209,2.74918
3.92312,1.2066
1.96435,3.65565
2.81877,2.1932
1.71221,3.12741
0.263441,4.31887
3.33332,1.14271
2.80948,2.41264
2.98197,-1.27515
3.21171,1.55864
3.82242,0.535323
2.0698,3.27329
2.45262,2.52748
3.16072,-0.980349
3.32925,-0.595093
2.57139,2.39564
3.20791,1.7228
1.55652,3.42083
3.48298,0.641157
3.0484,2.15001
2.94969,1.96574
2.82168,2.22388
1.87472,3.13835
1.43916,3.3646
-0.5556,4.22365
4.15368,0.495899
2.48669,2.53268
4.17214,1.41019
1.76369,3.36881
2.98464,3.53538
0.808641,3.55959
0.682985,3.48802
3.33473,-0.792047
2.95482,2.96612
2.50633,2.60957
3.10414,1.53355
1.25629,3.46476
0.0957974,3.64681
1.49503,4.20129
2.62538,2.90472
3.60662,-1.52926
4.26657,-0.281145
2.06792,2.91724
1.74172,3.24769
3.14185,-0.481031
3.76657,0.162985
4.10971,0.422917
2.51233,2.70542
