x,y
1.7333,2.49746
1.92262,3.02447
2.2138,1.52183
2.97609,1.67374
2.21216,1.79035
0.697612,4.00188
1.83614,2.0179
1.21187,3.62976
2.21558,2.31684
2.77522,2.14193
2.48779,2.19559
2.71401,2.0673
3.2718,1.28257
0.911963,2.95095
1.81634,1.8884
2.01784,2.81287
1.13375,3.3989
1.48003,3.43368
2.64418,2.29446
2.17271,1.47347
2.03572,2.19402
1.55578,2.09728
2.04649,2.15156
1.48925,2.74952
2.20787,1.98511
2.28857,2.03035
2.49681,2.43588
2.97615,1.28965
2.69435,1.75694
1.67141,2.628
1.91928,2.92905
2.09947,2.80161
3.08917,1.74337
1.66558,2.90655
3.30387,0.983243
1.11075,3.57023
2.46276,2.4027
2.73514,1.95222
4.06349,0.85373
2.29858,2.52231
2.80803,1.94951
2.49801,1.98549
1.59583,3.22175
2.67881,0.993963
1.65859,2.90322
3.30594,1.05316
1.74335,3.08399
2.34231,2.41843
2.13365,2.36248
0.709754,3.71708
1.60782,2.95012
2.58874,1.75071
1.63314,2.43165
2.25231,1.01335
1.76851,1.76703
2.78506,2.19765
2.067,2.6067
2.47556,2.02971
3.5541,1.3669
2.87886,1.37957
3.14622,1.63371
2.53994,2.15749
1.73357,2.25305
1.91249,2.54393
1.70654,2.29113
1.69202,2.58515
1.82543,3.0884
2.7115,1.75707
2.16201,2.75655
1.47176,3.51181
2.85636,2.06592
3.10797,1.23494
1.92742,2.82139
1.39898,2.3494
1.75659,3.10977
2.65972,2.30894
1.34367,3.29482
1.79385,2.97202
3.9426,0.91104
2.73516,1.47491
2.80562,1.6044
2.47815,2.22906
3.49099,1.23867
2.19097,1.36381
1.53819,2.82356
2.9211,1.93604
2.53024,1.67814
1.88302,2.94682
3.19409,1.61322
2.13622,2.53173
2.71912,1.82306
1.98783,2.41216
0.868224,3.49563
1.13252,2.38284
0.658727,3.87772
2.289,2.04462
2.61464,1.81546
2.88369,2.07519
1.79061,3.1566
2.23823,2.68207
2.58736,1.71939
1.98615,2.41414
3.04739,1.61684
3.52467,0.838391
1.16533,3.33185
3.02293,1.6207
2.43647,2.28061
2.17552,2.21868
2.29012,2.49894
2.40644,2.49258
2.00581,2.17926
1.88477,2.87375
1.47569,2.92544
2.44244,1.92981
2.36849,1.76225
2.85149,2.03312
2.7132,2.15463
2.64432,2.02991
1.91105,2.80905
2.50814,-0.369059
1.76062,2.80958
2.51025,2.37861
3.36105,1.3431
3.54899,0.289519
2.64645,2.17886
1.72582,1.11681
2.8732,2.02458
3.48469,1.24463
1.46717,3.33878
3.67927,1.14521
2.12328,1.64942
3.72809,1.07729
2.71202,2.27701
3.05745,1.84068
1.75088,3.1533
2.68418,2.27823
1.94336,2.79657
2.14645,2.2281
2.00898,2.46622
2.41588,2.33795
2.74265,2.22169
2.08743,2.06936
1.50587,3.0699
2.6222,1.16396
2.37155,1.59913
0.787963,3.3902
2.70985,1.70588
0.932675,2.58886
2.55145,2.07887
2.094,2.41857
0.422928,2.2919
1.97523,2.43983
2.1267,2.10181
1.78925,3.01702
2.57881,1.76486
0.550536,3.31189
2.35776,2.1681
2.1265,2.21443
2.88069,1.97811
1.41333,2.82955
1.56476,1.85877
1.34783,3.44323
0.977189,2.5616
1.73413,3.20978
1.0093,3.87557
2.02391,2.64767
2.38471,1.73646
2.33356,2.29354
1.58,1.56679
2.30899,1.1933
2.46424,2.22194
2.60595,1.39351
3.40479,1.36488
1.86167,2.47876
2.84842,1.75811
1.37095,2.87807
0.966639,2.35426
2.40313,1.75464
1.87051,2.39882
2.88244,1.87361
0.247536,4.47342
1.32395,3.29611
3.32697,1.43271
1.38903,3.36406
3.63325,1.26508
1.02118,2.92245
1.90244,3.05989
2.09873,2.63849
1.75909,1.42629
1.81617,2.62702
2.04667,2.6481
3.40657,0.720465
2.70935,2.2783
2.80774,2.17153
2.06823,2.49657
0.768048,4.14596
0.640651,3.48652
2.55599,2.15863
0.923716,3.09672
1.986,2.91539
2.13783,2.56754
2.62675,2.03349
3.18445,1.67324
2.43686,2.40513
0.718764,3.69808
1.23887,2.89944
1.51035,3.23912
1.88438,2.19618
2.40881,2.46697
2.13162,2.59328
2.23966,1.63291
1.87498,2.33008
2.79311,1.85167
1.99724,2.99733
2.38747,2.51696
2.67273,2.29302
1.80596,2.62508
2.04073,2.68183
2.74686,2.16031
2.27069,2.14451
2.7734,1.83332
2.35688,2.25781
1.68661,2.67893
3.20274,1.27505
1.79475,1.79166
1.51177,2.93441
1.13097,3.70511
2.23881,2.11593
3.15697,0.698084
1.11603,3.54329
1.88025,2.8403
2.45098,2.42972
1.82077,2.90658
1.71388,3.19757
2.61048,2.19394
1.8257,2.72945
2.20938,0.903409
2.72984,2.08033
1.94458,2.66356
2.14004,1.78307
2.82825,1.04598
2.12175,2.23054
1.80408,3.07747
2.3591,2.32884
2.06606,2.88025
1.69825,2.68491
3.04524,1.80027
1.68166,3.14151
2.38459,2.29622
1.4232,3.04616
1.31313,3.64631
2.63668,2.30862
3.07084,1.70344
2.47049,2.2444
2.69446,2.25278
2.46589,1.80097
1.99224,2.22348
1.55473,3.38397
1.59531,2.07863
1.88918,2.26113
2.03944,2.57489
1.43105,3.35547
1.83444,2.70112
2.5717,1.25592
2.57857,2.18796
2.12169,2.61677
1.75845,2.91216
0.758656,3.89713
